store,city,brand,size,onhand,price,startdate
53,34,6579,750.0,105,9.99,2024-01-01
53,34,6581,750.0,35,12.99,2024-01-01
53,34,6584,750.0,19,11.99,2024-01-01
53,34,6585,750.0,12,7.99,2024-01-01
53,34,6590,0.0,9,14.99,2024-01-01
53,34,6595,750.0,24,7.99,2024-01-01
53,34,6599,750.0,27,12.99,2024-01-01
53,34,6635,0.0,7,9.99,2024-01-01
53,34,6647,750.0,34,8.99,2024-01-01
53,34,6649,750.0,7,11.99,2024-01-01
53,34,6650,750.0,23,14.99,2024-01-01
53,34,6651,750.0,8,11.99,2024-01-01
53,34,6652,0.0,1,7.99,2024-01-01
53,34,6654,750.0,1,39.99,2024-01-01
53,34,6660,0.0,4,14.99,2024-01-01
53,34,6670,750.0,23,9.99,2024-01-01
53,34,6682,0.0,42,8.99,2024-01-01
53,34,6688,750.0,40,9.99,2024-01-01
53,34,6692,750.0,30,11.99,2024-01-01
53,34,6694,750.0,18,7.99,2024-01-01
53,34,6721,0.0,8,16.99,2024-01-01
53,34,6725,0.0,6,12.99,2024-01-01
53,34,6727,750.0,29,17.99,2024-01-01
53,34,6734,0.0,12,9.99,2024-01-01
53,34,6735,0.0,17,9.99,2024-01-01
53,34,6755,0.0,6,14.99,2024-01-01
53,34,6782,0.0,6,14.99,2024-01-01
53,34,6824,750.0,29,14.99,2024-01-01
53,34,6828,750.0,10,9.99,2024-01-01
53,34,6854,0.0,6,14.99,2024-01-01
53,34,6855,750.0,8,19.99,2024-01-01
53,34,6857,0.0,42,9.99,2024-01-01
53,34,6859,0.0,13,10.99,2024-01-01
53,34,6861,0.0,7,5.99,2024-01-01
53,34,6864,750.0,25,9.99,2024-01-01
53,34,6873,750.0,11,14.99,2024-01-01
53,34,6876,0.0,10,5.99,2024-01-01
53,34,6879,50.0,218,0.99,2024-01-01
53,34,6896,750.0,9,14.95,2024-01-01
53,34,6918,0.0,7,17.99,2024-01-01
53,34,6933,750.0,22,8.99,2024-01-01
53,34,6937,0.0,29,9.99,2024-01-01
53,34,6938,0.0,22,6.99,2024-01-01
53,34,6942,750.0,13,13.99,2024-01-01
53,34,6946,750.0,26,8.99,2024-01-01
53,34,6960,750.0,12,6.99,2024-01-01
53,34,6967,750.0,69,19.99,2024-01-01
53,34,6976,750.0,17,18.99,2024-01-01
53,34,6983,750.0,69,14.99,2024-01-01
53,34,6984,750.0,19,16.99,2024-01-01
53,34,6995,0.0,6,6.99,2024-01-01
53,34,7159,750.0,8,6.99,2024-01-01
53,34,7198,750.0,9,9.99,2024-01-01
53,34,7221,0.0,17,10.49,2024-01-01
53,34,7224,750.0,21,15.99,2024-01-01
53,34,7254,750.0,16,7.99,2024-01-01
53,34,7261,750.0,20,5.49,2024-01-01
53,34,7262,750.0,10,5.49,2024-01-01
53,34,7279,0.0,12,6.99,2024-01-01
53,34,7293,0.0,5,8.99,2024-01-01
53,34,7302,750.0,11,10.99,2024-01-01
53,34,7320,0.0,5,17.99,2024-01-01
53,34,7321,0.0,0,17.99,2024-01-01
53,34,7340,750.0,14,18.99,2024-01-01
53,34,7341,50.0,160,0.99,2024-01-01
53,34,7344,375.0,7,10.99,2024-01-01
53,34,7345,750.0,89,9.99,2024-01-01
53,34,7353,0.0,5,19.99,2024-01-01
53,34,7358,750.0,8,18.99,2024-01-01
53,34,7374,750.0,17,8.99,2024-01-01
53,34,7404,50.0,20,0.99,2024-01-01
53,34,7423,0.0,9,7.99,2024-01-01
53,34,7535,750.0,7,5.99,2024-01-01
53,34,7537,0.0,3,89.99,2024-01-01
53,34,7715,750.0,57,4.49,2024-01-01
53,34,7716,750.0,71,5.49,2024-01-01
53,34,7718,750.0,38,5.49,2024-01-01
53,34,7728,750.0,15,9.99,2024-01-01
53,34,7860,750.0,14,5.99,2024-01-01
53,34,7865,750.0,4,34.99,2024-01-01
53,34,7872,750.0,3,44.99,2024-01-01
53,34,7878,0.0,15,15.99,2024-01-01
53,34,7891,750.0,8,54.99,2024-01-01
53,34,7902,50.0,15,0.99,2024-01-01
53,34,7969,750.0,2,14.99,2024-01-01
53,34,7977,0.0,10,10.49,2024-01-01
53,34,7978,750.0,10,7.49,2024-01-01
53,34,7982,750.0,11,7.49,2024-01-01
53,34,7985,1000.0,3,9.99,2024-01-01
53,34,7986,750.0,4,29.99,2024-01-01
53,34,7991,0.0,11,9.99,2024-01-01
53,34,7992,50.0,6,6.99,2024-01-01
53,34,7993,750.0,11,6.49,2024-01-01
53,34,7994,0.0,18,9.99,2024-01-01
53,34,7995,50.0,0,6.49,2024-01-01
53,34,7996,750.0,13,6.49,2024-01-01
53,34,8000,0.0,11,67.99,2024-01-01
53,34,8011,1000.0,3,9.99,2024-01-01
53,34,8016,750.0,22,6.99,2024-01-01
53,34,8018,750.0,21,6.99,2024-01-01
53,34,8021,750.0,9,42.99,2024-01-01
53,34,8023,750.0,30,4.49,2024-01-01
53,34,8027,50.0,13,1.99,2024-01-01
53,34,8032,750.0,37,7.99,2024-01-01
53,34,8033,50.0,138,2.99,2024-01-01
53,34,8036,0.0,12,11.99,2024-01-01
53,34,8040,750.0,0,9.99,2024-01-01
53,34,8050,750.0,27,17.99,2024-01-01
53,34,8053,50.0,166,0.99,2024-01-01
53,34,8057,750.0,3,24.99,2024-01-01
53,34,8063,50.0,0,1.99,2024-01-01
53,34,8064,50.0,138,0.99,2024-01-01
53,34,8066,0.0,31,9.99,2024-01-01
53,34,8068,0.0,137,24.99,2024-01-01
53,34,8072,750.0,2,36.99,2024-01-01
53,34,8075,0.0,7,9.99,2024-01-01
53,34,8078,375.0,24,19.99,2024-01-01
53,34,8082,0.0,110,29.99,2024-01-01
53,34,8085,0.0,4,31.99,2024-01-01
53,34,8092,50.0,48,2.29,2024-01-01
53,34,8096,50.0,95,1.99,2024-01-01
53,34,8097,375.0,9,11.99,2024-01-01
53,34,8101,50.0,141,1.99,2024-01-01
53,34,8102,0.0,29,24.99,2024-01-01
53,34,8103,50.0,130,0.99,2024-01-01
53,34,8107,0.0,14,34.99,2024-01-01
53,34,8110,0.0,6,8.99,2024-01-01
53,34,8111,50.0,448,0.99,2024-01-01
53,34,8112,0.0,51,24.99,2024-01-01
53,34,8113,750.0,13,17.99,2024-01-01
53,34,8118,750.0,10,5.99,2024-01-01
53,34,8120,0.0,9,8.99,2024-01-01
53,34,8123,750.0,7,12.99,2024-01-01
53,34,8128,750.0,8,29.99,2024-01-01
53,34,8130,50.0,281,1.29,2024-01-01
53,34,8131,750.0,14,17.99,2024-01-01
53,34,8135,750.0,2,10.99,2024-01-01
53,34,8143,750.0,9,34.99,2024-01-01
53,34,8144,750.0,3,29.99,2024-01-01
53,34,8152,750.0,5,12.99,2024-01-01
53,34,8154,750.0,4,21.99,2024-01-01
53,34,8155,375.0,34,4.99,2024-01-01
53,34,8159,0.0,70,25.99,2024-01-01
53,34,8166,750.0,26,19.99,2024-01-01
53,34,8170,50.0,56,2.99,2024-01-01
53,34,8171,50.0,115,0.99,2024-01-01
53,34,8172,50.0,38,0.99,2024-01-01
53,34,8173,750.0,11,20.99,2024-01-01
53,34,8178,750.0,9,27.99,2024-01-01
53,34,8184,50.0,83,1.99,2024-01-01
53,34,8187,750.0,14,16.99,2024-01-01
53,34,8189,0.0,7,31.99,2024-01-01
53,34,8191,0.0,4,18.49,2024-01-01
53,34,8200,50.0,24,2.99,2024-01-01
53,34,8202,750.0,75,17.99,2024-01-01
53,34,8203,50.0,143,2.99,2024-01-01
53,34,8205,50.0,71,1.99,2024-01-01
53,34,8214,750.0,4,9.99,2024-01-01
53,34,8218,0.0,8,31.99,2024-01-01
53,34,8223,750.0,30,13.99,2024-01-01
53,34,8231,0.0,6,12.99,2024-01-01
53,34,8232,0.0,6,8.99,2024-01-01
53,34,8233,750.0,3,21.99,2024-01-01
53,34,8236,50.0,128,1.49,2024-01-01
53,34,8258,750.0,9,29.99,2024-01-01
53,34,8262,750.0,8,21.99,2024-01-01
53,34,8264,750.0,20,8.99,2024-01-01
53,34,8267,750.0,1,24.99,2024-01-01
53,34,8275,750.0,10,32.99,2024-01-01
53,34,8280,750.0,5,12.99,2024-01-01
53,34,8288,750.0,40,11.99,2024-01-01
53,34,8295,750.0,0,39.99,2024-01-01
53,34,8296,750.0,3,27.99,2024-01-01
53,34,8312,750.0,12,9.99,2024-01-01
53,34,8323,750.0,12,14.99,2024-01-01
53,34,8329,750.0,21,7.99,2024-01-01
53,34,8338,375.0,7,21.99,2024-01-01
53,34,8339,750.0,22,41.99,2024-01-01
53,34,8342,750.0,27,11.99,2024-01-01
53,34,8345,750.0,191,7.99,2024-01-01
53,34,8346,750.0,17,14.99,2024-01-01
53,34,8351,750.0,10,10.99,2024-01-01
53,34,8358,750.0,24,19.99,2024-01-01
53,34,8359,750.0,12,7.99,2024-01-01
53,34,8361,0.0,6,14.99,2024-01-01
53,34,8368,100.0,92,1.99,2024-01-01
53,34,8370,0.0,23,10.99,2024-01-01
53,34,8379,375.0,11,11.99,2024-01-01
53,34,8386,750.0,4,13.49,2024-01-01
53,34,8387,750.0,7,21.99,2024-01-01
53,34,8393,750.0,8,56.99,2024-01-01
53,34,8395,750.0,3,61.99,2024-01-01
53,34,8398,750.0,7,53.99,2024-01-01
53,34,8408,0.0,5,34.99,2024-01-01
53,34,8413,750.0,3,17.99,2024-01-01
53,34,8420,0.0,5,39.99,2024-01-01
53,34,8421,750.0,35,5.99,2024-01-01
53,34,8424,750.0,5,22.99,2024-01-01
53,34,8438,50.0,1,0.99,2024-01-01
53,34,8441,375.0,15,12.49,2024-01-01
53,34,8442,375.0,15,14.49,2024-01-01
53,34,8448,750.0,6,9.99,2024-01-01
53,34,8450,0.0,0,18.99,2024-01-01
53,34,8451,0.0,8,16.99,2024-01-01
53,34,8462,750.0,3,21.99,2024-01-01
53,34,8469,750.0,23,22.99,2024-01-01
53,34,8470,50.0,18,2.79,2024-01-01
53,34,8472,750.0,15,21.99,2024-01-01
53,34,8473,0.0,7,41.99,2024-01-01
53,34,8474,0.0,8,41.99,2024-01-01
53,34,8475,187.0,30,1.79,2024-01-01
53,34,8476,375.0,12,11.49,2024-01-01
53,34,8480,0.0,15,14.99,2024-01-01
53,34,8485,750.0,26,17.99,2024-01-01
53,34,8491,750.0,7,19.99,2024-01-01
53,34,8497,750.0,10,9.99,2024-01-01
53,34,8498,0.0,40,8.99,2024-01-01
53,34,8500,750.0,27,8.79,2024-01-01
53,34,8504,0.0,52,8.99,2024-01-01
53,34,8506,0.0,28,32.99,2024-01-01
53,34,8512,750.0,57,18.99,2024-01-01
53,34,8513,0.0,67,8.99,2024-01-01
53,34,8515,750.0,12,18.99,2024-01-01
53,34,8517,750.0,13,18.99,2024-01-01
53,34,8526,750.0,8,27.99,2024-01-01
53,34,8534,375.0,31,5.99,2024-01-01
53,34,8537,750.0,0,13.99,2024-01-01
53,34,8562,0.0,23,14.99,2024-01-01
53,34,8590,750.0,17,7.99,2024-01-01
53,34,8599,750.0,15,5.99,2024-01-01
53,34,8606,50.0,100,0.99,2024-01-01
53,34,8609,750.0,12,9.99,2024-01-01
53,34,8612,0.0,3,67.99,2024-01-01
53,34,8619,375.0,7,5.99,2024-01-01
53,34,8620,375.0,18,11.99,2024-01-01
53,34,8621,750.0,7,6.29,2024-01-01
53,34,8622,750.0,6,134.99,2024-01-01
53,34,8623,50.0,37,2.99,2024-01-01
53,34,8626,0.0,15,15.99,2024-01-01
53,34,8627,750.0,13,7.98,2024-01-01
53,34,8628,750.0,36,8.99,2024-01-01
53,34,8637,750.0,11,16.99,2024-01-01
53,34,8653,375.0,21,5.29,2024-01-01
53,34,8654,375.0,14,5.29,2024-01-01
53,34,8658,750.0,4,33.99,2024-01-01
53,34,8660,375.0,18,12.99,2024-01-01
53,34,8670,0.0,41,10.99,2024-01-01
53,34,8671,750.0,7,19.99,2024-01-01
53,34,8673,750.0,15,10.99,2024-01-01
53,34,8674,0.0,8,8.99,2024-01-01
53,34,8678,750.0,76,16.99,2024-01-01
53,34,8680,0.0,87,38.99,2024-01-01
53,34,8689,0.0,5,9.99,2024-01-01
53,34,8691,750.0,84,14.99,2024-01-01
53,34,8693,750.0,10,9.99,2024-01-01
53,34,8694,750.0,8,10.99,2024-01-01
53,34,8696,750.0,13,10.99,2024-01-01
53,34,8700,750.0,10,24.95,2024-01-01
53,34,8701,0.0,16,9.99,2024-01-01
53,34,8725,375.0,8,17.99,2024-01-01
53,34,8726,50.0,84,1.99,2024-01-01
53,34,8727,750.0,6,29.99,2024-01-01
53,34,8730,750.0,24,7.99,2024-01-01
53,34,8737,750.0,0,10.99,2024-01-01
53,34,8746,750.0,35,8.99,2024-01-01
53,34,8761,375.0,28,10.99,2024-01-01
53,34,8778,0.0,15,46.99,2024-01-01
53,34,8780,750.0,11,14.99,2024-01-01
53,34,8781,750.0,57,15.99,2024-01-01
53,34,8788,50.0,42,1.99,2024-01-01
53,34,8790,0.0,9,15.99,2024-01-01
53,34,8808,750.0,1,17.99,2024-01-01
53,34,8815,750.0,9,8.99,2024-01-01
53,34,8819,750.0,16,6.99,2024-01-01
53,34,8822,50.0,102,1.99,2024-01-01
53,34,8823,750.0,1,7.99,2024-01-01
53,34,8837,750.0,15,5.99,2024-01-01
53,34,8838,750.0,12,12.99,2024-01-01
53,34,8840,0.0,10,11.99,2024-01-01
53,34,8847,750.0,12,5.99,2024-01-01
53,34,8892,750.0,7,26.99,2024-01-01
53,34,8893,750.0,25,16.99,2024-01-01
53,34,8897,750.0,2,49.99,2024-01-01
53,34,8898,0.0,10,25.99,2024-01-01
53,34,8905,0.0,4,11.99,2024-01-01
53,34,8910,50.0,161,0.99,2024-01-01
53,34,8921,750.0,12,16.95,2024-01-01
53,34,8922,0.0,12,7.99,2024-01-01
53,34,8961,50.0,67,1.49,2024-01-01
53,34,8962,750.0,2,17.99,2024-01-01
53,34,8970,0.0,21,9.99,2024-01-01
53,34,8978,0.0,11,16.99,2024-01-01
53,34,9037,750.0,6,15.99,2024-01-01
53,34,9109,50.0,31,0.99,2024-01-01
53,34,9145,50.0,54,0.99,2024-01-01
53,34,9360,750.0,2,44.99,2024-01-01
53,34,9388,375.0,1,23.99,2024-01-01
53,34,10058,750.0,14,14.99,2024-01-01
53,34,10236,750.0,54,11.95,2024-01-01
53,34,10239,750.0,13,13.99,2024-01-01
53,34,10254,750.0,29,5.99,2024-01-01
53,34,10266,750.0,22,15.99,2024-01-01
53,34,10420,750.0,9,4.99,2024-01-01
53,34,10421,0.0,8,10.99,2024-01-01
53,34,10451,750.0,8,9.99,2024-01-01
53,34,10453,750.0,12,9.99,2024-01-01
53,34,10472,750.0,16,8.99,2024-01-01
53,34,10579,750.0,7,10.99,2024-01-01
53,34,10596,0.0,6,14.99,2024-01-01
53,34,10626,0.0,31,10.99,2024-01-01
53,34,10723,0.0,34,8.99,2024-01-01
53,34,10727,750.0,34,7.95,2024-01-01
53,34,10957,750.0,6,8.99,2024-01-01
53,34,11037,750.0,36,5.99,2024-01-01
53,34,11067,750.0,12,11.95,2024-01-01
53,34,11141,0.0,23,9.99,2024-01-01
53,34,11152,750.0,16,7.99,2024-01-01
53,34,11213,750.0,15,18.99,2024-01-01
53,34,11214,750.0,10,74.99,2024-01-01
53,34,11219,750.0,89,13.99,2024-01-01
53,34,11414,750.0,13,5.99,2024-01-01
53,34,11440,0.0,4,14.99,2024-01-01
53,34,11456,750.0,17,35.99,2024-01-01
53,34,11480,750.0,9,14.99,2024-01-01
53,34,11488,0.0,10,10.99,2024-01-01
53,34,11825,750.0,24,7.49,2024-01-01
53,34,11826,750.0,95,7.49,2024-01-01
53,34,11827,750.0,32,7.49,2024-01-01
53,34,11828,750.0,60,7.49,2024-01-01
53,34,11888,750.0,11,10.99,2024-01-01
53,34,11957,750.0,7,14.99,2024-01-01
53,34,11970,750.0,11,14.99,2024-01-01
53,34,12086,750.0,10,13.99,2024-01-01
53,34,12111,750.0,12,15.99,2024-01-01
53,34,12116,0.0,21,11.99,2024-01-01
53,34,12123,750.0,8,4.99,2024-01-01
53,34,12147,750.0,11,8.99,2024-01-01
53,34,12203,0.0,7,9.99,2024-01-01
53,34,12212,0.0,14,18.99,2024-01-01
53,34,12213,750.0,8,8.99,2024-01-01
53,34,12216,750.0,26,9.99,2024-01-01
53,34,12220,750.0,6,9.99,2024-01-01
53,34,12227,750.0,0,12.99,2024-01-01
53,34,12368,750.0,5,11.99,2024-01-01
53,34,12495,750.0,16,7.49,2024-01-01
53,34,12586,0.0,13,10.99,2024-01-01
53,34,12666,750.0,15,12.99,2024-01-01
53,34,12747,750.0,16,4.99,2024-01-01
53,34,12771,750.0,23,12.99,2024-01-01
53,34,12773,750.0,12,14.99,2024-01-01
53,34,12901,0.0,15,8.99,2024-01-01
53,34,12943,750.0,15,9.99,2024-01-01
53,34,12944,750.0,14,9.99,2024-01-01
53,34,12994,750.0,5,12.99,2024-01-01
53,34,13052,750.0,16,8.49,2024-01-01
53,34,13097,750.0,15,8.99,2024-01-01
53,34,13163,750.0,6,7.99,2024-01-01
53,34,13258,750.0,1,9.99,2024-01-01
53,34,13303,750.0,4,13.99,2024-01-01
53,34,13430,750.0,4,10.99,2024-01-01
53,34,13458,750.0,10,8.99,2024-01-01
53,34,13461,0.0,14,8.99,2024-01-01
53,34,13497,750.0,9,9.99,2024-01-01
53,34,13638,750.0,9,11.99,2024-01-01
53,34,13661,750.0,24,16.95,2024-01-01
53,34,13665,750.0,76,12.99,2024-01-01
53,34,13708,0.0,5,17.99,2024-01-01
53,34,13807,750.0,12,10.99,2024-01-01
53,34,13940,0.0,9,18.99,2024-01-01
53,34,13963,0.0,8,9.99,2024-01-01
53,34,13991,750.0,7,9.99,2024-01-01
53,34,14006,750.0,27,9.99,2024-01-01
53,34,14078,0.0,8,17.99,2024-01-01
53,34,14129,750.0,48,8.95,2024-01-01
53,34,14184,750.0,11,14.99,2024-01-01
53,34,14240,750.0,12,10.99,2024-01-01
53,34,14342,750.0,0,7.49,2024-01-01
53,34,14363,750.0,6,19.99,2024-01-01
53,34,14381,750.0,16,15.99,2024-01-01
53,34,14382,375.0,13,15.99,2024-01-01
53,34,14393,750.0,13,12.99,2024-01-01
53,34,14416,750.0,13,13.99,2024-01-01
53,34,14433,750.0,18,9.99,2024-01-01
53,34,14439,750.0,12,4.99,2024-01-01
53,34,14539,750.0,11,14.99,2024-01-01
53,34,14622,750.0,42,12.99,2024-01-01
53,34,14623,750.0,8,6.99,2024-01-01
53,34,14672,750.0,24,16.95,2024-01-01
53,34,14701,750.0,16,7.49,2024-01-01
53,34,14706,750.0,13,6.99,2024-01-01
53,34,14805,750.0,25,10.99,2024-01-01
53,34,14838,750.0,41,11.95,2024-01-01
53,34,14895,0.0,3,7.99,2024-01-01
53,34,14930,0.0,8,8.95,2024-01-01
53,34,14975,750.0,8,8.99,2024-01-01
53,34,15094,750.0,2,15.99,2024-01-01
53,34,15105,750.0,76,9.95,2024-01-01
53,34,15156,0.0,5,12.99,2024-01-01
53,34,15229,750.0,15,39.95,2024-01-01
53,34,15315,750.0,19,9.99,2024-01-01
53,34,15355,750.0,11,13.95,2024-01-01
53,34,15356,750.0,4,9.99,2024-01-01
53,34,15392,750.0,6,7.49,2024-01-01
53,34,15393,750.0,91,7.49,2024-01-01
53,34,15428,750.0,9,11.99,2024-01-01
53,34,15503,0.0,3,13.99,2024-01-01
53,34,15527,750.0,28,9.99,2024-01-01
53,34,15619,750.0,34,5.99,2024-01-01
53,34,15889,0.0,6,8.99,2024-01-01
53,34,15892,750.0,21,4.99,2024-01-01
53,34,15922,750.0,10,11.49,2024-01-01
53,34,15979,375.0,4,12.99,2024-01-01
53,34,15980,375.0,16,12.99,2024-01-01
53,34,16260,750.0,9,11.99,2024-01-01
53,34,16262,750.0,12,11.99,2024-01-01
53,34,16289,750.0,0,7.99,2024-01-01
53,34,16314,750.0,5,9.99,2024-01-01
53,34,16320,750.0,28,8.99,2024-01-01
53,34,16326,500.0,15,3.99,2024-01-01
53,34,16328,500.0,10,3.99,2024-01-01
53,34,16427,0.0,9,9.99,2024-01-01
53,34,16441,0.0,5,17.99,2024-01-01
53,34,16477,750.0,15,7.49,2024-01-01
53,34,16610,750.0,13,10.99,2024-01-01
53,34,16669,750.0,6,12.99,2024-01-01
53,34,16670,750.0,1,11.99,2024-01-01
53,34,16727,750.0,7,13.99,2024-01-01
53,34,16794,750.0,19,17.99,2024-01-01
53,34,16806,750.0,19,9.99,2024-01-01
53,34,16819,750.0,12,11.99,2024-01-01
53,34,16837,750.0,14,5.99,2024-01-01
53,34,16843,750.0,10,4.99,2024-01-01
53,34,16877,750.0,18,8.99,2024-01-01
53,34,17073,750.0,7,11.99,2024-01-01
53,34,17145,750.0,2,16.99,2024-01-01
53,34,17146,750.0,2,13.99,2024-01-01
53,34,17147,750.0,1,13.99,2024-01-01
53,34,17162,750.0,6,8.99,2024-01-01
53,34,17168,750.0,16,9.99,2024-01-01
53,34,17175,0.0,14,7.99,2024-01-01
53,34,17176,0.0,12,7.99,2024-01-01
53,34,17177,0.0,15,7.99,2024-01-01
53,34,17296,750.0,7,10.99,2024-01-01
53,34,17345,750.0,11,9.99,2024-01-01
53,34,17350,375.0,8,13.99,2024-01-01
53,34,17535,750.0,17,10.99,2024-01-01
53,34,17748,500.0,17,3.99,2024-01-01
53,34,17814,750.0,13,34.99,2024-01-01
53,34,17865,750.0,20,11.99,2024-01-01
53,34,17867,750.0,14,5.99,2024-01-01
53,34,17954,750.0,15,7.99,2024-01-01
53,34,17967,750.0,12,15.99,2024-01-01
53,34,17981,750.0,6,17.99,2024-01-01
53,34,18013,750.0,76,7.99,2024-01-01
53,34,18027,750.0,13,13.99,2024-01-01
53,34,18107,750.0,13,4.99,2024-01-01
53,34,18142,750.0,6,59.99,2024-01-01
53,34,18152,750.0,12,10.99,2024-01-01
53,34,18344,750.0,6,8.99,2024-01-01
53,34,18347,750.0,63,16.99,2024-01-01
53,34,18423,750.0,13,14.99,2024-01-01
53,34,18533,750.0,1,14.99,2024-01-01
53,34,18592,750.0,12,11.99,2024-01-01
53,34,18593,750.0,0,9.99,2024-01-01
53,34,18642,0.0,3,8.95,2024-01-01
53,34,18778,750.0,8,9.99,2024-01-01
53,34,18801,750.0,7,10.99,2024-01-01
53,34,18817,750.0,15,12.99,2024-01-01
53,34,18856,750.0,13,5.99,2024-01-01
53,34,18857,750.0,8,5.99,2024-01-01
53,34,18893,750.0,6,9.99,2024-01-01
53,34,18951,750.0,6,17.99,2024-01-01
53,34,18988,0.0,10,12.99,2024-01-01
53,34,19175,750.0,36,11.99,2024-01-01
53,34,19191,750.0,16,9.99,2024-01-01
53,34,19260,750.0,6,9.99,2024-01-01
53,34,19270,375.0,23,24.99,2024-01-01
53,34,19357,375.0,31,5.99,2024-01-01
53,34,19453,750.0,14,13.99,2024-01-01
53,34,19486,750.0,14,17.99,2024-01-01
53,34,19507,750.0,14,7.99,2024-01-01
53,34,19747,750.0,9,11.29,2024-01-01
53,34,19748,0.0,48,15.99,2024-01-01
53,34,19755,750.0,14,9.99,2024-01-01
53,34,19848,750.0,36,9.99,2024-01-01
53,34,19870,0.0,16,8.95,2024-01-01
53,34,19926,750.0,10,9.99,2024-01-01
53,34,19940,750.0,11,9.99,2024-01-01
53,34,19962,750.0,4,14.99,2024-01-01
53,34,20405,750.0,4,16.99,2024-01-01
53,34,20446,0.0,2,9.99,2024-01-01
53,34,20447,0.0,0,9.99,2024-01-01
53,34,20706,750.0,5,15.99,2024-01-01
53,34,20729,750.0,9,10.99,2024-01-01
53,34,20731,750.0,15,10.99,2024-01-01
53,34,20855,750.0,2,12.99,2024-01-01
53,34,20862,750.0,14,12.99,2024-01-01
53,34,20863,750.0,7,12.99,2024-01-01
53,34,21019,0.0,8,18.99,2024-01-01
53,34,21055,750.0,7,36.99,2024-01-01
53,34,21129,750.0,9,16.99,2024-01-01
53,34,21208,750.0,27,15.99,2024-01-01
53,34,21232,750.0,9,9.99,2024-01-01
53,34,21329,750.0,6,15.99,2024-01-01
53,34,21469,750.0,13,29.99,2024-01-01
53,34,21783,750.0,14,13.49,2024-01-01
53,34,21784,750.0,5,12.99,2024-01-01
53,34,21951,750.0,12,12.99,2024-01-01
53,34,21985,750.0,12,9.95,2024-01-01
53,34,22019,750.0,7,14.99,2024-01-01
53,34,22027,750.0,6,7.99,2024-01-01
53,34,22079,750.0,5,9.99,2024-01-01
53,34,22143,750.0,23,18.99,2024-01-01
53,34,22566,750.0,1,13.99,2024-01-01
53,34,22584,750.0,7,17.99,2024-01-01
53,34,22757,750.0,17,7.99,2024-01-01
53,34,22801,0.0,5,12.99,2024-01-01
53,34,22899,750.0,14,14.99,2024-01-01
53,34,23095,0.0,24,6.99,2024-01-01
53,34,23143,750.0,8,7.99,2024-01-01
53,34,23307,750.0,5,11.99,2024-01-01
53,34,23595,0.0,5,14.99,2024-01-01
53,34,23712,750.0,9,11.99,2024-01-01
53,34,23739,750.0,49,12.99,2024-01-01
53,34,23848,750.0,5,17.99,2024-01-01
53,34,23889,0.0,5,8.99,2024-01-01
53,34,24002,0.0,8,8.99,2024-01-01
53,34,24003,0.0,7,8.99,2024-01-01
53,34,24086,750.0,18,12.99,2024-01-01
53,34,24088,750.0,10,16.99,2024-01-01
53,34,24188,750.0,19,15.99,2024-01-01
53,34,24286,750.0,19,22.99,2024-01-01
53,34,24325,750.0,77,15.99,2024-01-01
53,34,24327,750.0,28,19.99,2024-01-01
53,34,24419,750.0,11,10.99,2024-01-01
53,34,24453,750.0,16,22.99,2024-01-01
53,34,24455,750.0,22,16.98,2024-01-01
53,34,24456,750.0,6,11.98,2024-01-01
53,34,24592,0.0,33,6.99,2024-01-01
53,34,24612,750.0,4,13.99,2024-01-01
53,34,24779,0.0,9,9.99,2024-01-01
53,34,24829,750.0,58,11.99,2024-01-01
53,34,24840,750.0,12,14.99,2024-01-01
53,34,24846,750.0,13,18.99,2024-01-01
53,34,24875,0.0,16,6.99,2024-01-01
53,34,24907,750.0,16,9.99,2024-01-01
53,34,25036,750.0,6,10.99,2024-01-01
53,34,25046,750.0,7,8.99,2024-01-01
53,34,25269,750.0,20,7.99,2024-01-01
53,34,25522,0.0,11,5.99,2024-01-01
53,34,25649,750.0,14,9.99,2024-01-01
53,34,25808,750.0,11,11.99,2024-01-01
53,34,25846,750.0,14,19.99,2024-01-01
53,34,25932,750.0,12,9.99,2024-01-01
53,34,25934,750.0,12,7.99,2024-01-01
53,34,25994,750.0,8,16.99,2024-01-01
53,34,25995,0.0,15,9.99,2024-01-01
53,34,26091,750.0,17,9.99,2024-01-01
53,34,26092,750.0,19,7.99,2024-01-01
53,34,26143,750.0,14,7.99,2024-01-01
53,34,26181,750.0,12,6.99,2024-01-01
53,34,26285,0.0,1,69.99,2024-01-01
53,34,26399,750.0,11,7.99,2024-01-01
53,34,26456,750.0,51,8.99,2024-01-01
53,34,26462,750.0,5,16.99,2024-01-01
53,34,26463,750.0,34,7.99,2024-01-01
53,34,26530,0.0,8,8.99,2024-01-01
53,34,26551,0.0,8,21.99,2024-01-01
53,34,26732,750.0,17,13.99,2024-01-01
53,34,26817,750.0,21,8.99,2024-01-01
53,34,26821,750.0,12,9.99,2024-01-01
53,34,26827,0.0,5,9.99,2024-01-01
53,34,26945,750.0,6,12.99,2024-01-01
53,34,26948,750.0,9,19.99,2024-01-01
53,34,26949,750.0,19,22.99,2024-01-01
53,34,27042,750.0,7,9.99,2024-01-01
53,34,27145,750.0,5,8.99,2024-01-01
53,34,27303,750.0,16,8.99,2024-01-01
53,34,27350,0.0,6,15.99,2024-01-01
53,34,27351,0.0,15,15.99,2024-01-01
53,34,27460,750.0,11,9.99,2024-01-01
53,34,27461,750.0,19,8.99,2024-01-01
