brand,price,size,volume,classification,purchaseprice,vendornumber
20262,114.99,750.0,750,2,78.76,4692
20308,32.99,750.0,750,2,21.85,4692
20317,21.99,750.0,750,2,15.17,6280
20418,14.99,750.0,750,2,10.34,4692
20445,9.99,750.0,750,2,6.53,3252
20658,39.99,750.0,750,2,27.2,17037
20684,127.49,750.0,750,2,58.06,9165
20707,15.99,750.0,750,2,10.59,7749
20778,7.99,750.0,750,2,5.36,7153
20911,27.99,750.0,750,2,19.3,9552
20985,11.99,750.0,750,2,7.79,9165
21046,17.99,187.0,187,2,9.73,90047
21062,29.99,750.0,750,2,20.26,4425
21192,19.99,750.0,750,2,13.42,7153
21194,349.99,750.0,750,2,227.27,4425
21195,174.99,750.0,750,2,120.68,4425
21198,12.49,3000.0,3000,2,8.06,9815
21216,110.99,750.0,750,2,74.49,4425
21217,59.99,750.0,750,2,39.21,4425
21266,19.99,750.0,750,2,13.51,9552
21276,129.99,750.0,750,2,86.66,4425
21440,869.99,750.0,750,2,583.89,10754
21472,115.99,750.0,750,2,79.99,10754
21473,58.99,750.0,750,2,38.81,10754
21484,64.99,750.0,750,2,43.04,10754
21587,77.99,750.0,750,2,53.79,7153
21616,5.99,300.0,300,2,1.31,9165
21652,64.99,750.0,750,2,44.82,4425
21709,54.99,750.0,750,2,36.18,4425
21710,45.99,750.0,750,2,31.72,4425
21712,49.99,750.0,750,2,34.48,4425
21737,179.99,750.0,750,2,120.8,4425
21771,34.99,750.0,750,2,23.48,9165
21799,1599.99,750.0,750,2,1103.44,7153
21801,14.99,750.0,750,2,9.86,9625
22108,13.99,750.0,750,2,9.08,4425
22400,149.99,750.0,750,2,103.44,4425
22426,89.99,750.0,750,2,59.99,9552
22447,12.99,750.0,750,2,4.72,9165
22530,44.99,750.0,750,2,30.82,4692
22544,34.99,750.0,750,2,23.33,4692
22555,29.99,750.0,750,2,20.68,4692
22644,27.99,750.0,750,2,18.91,4425
22647,37.99,750.0,750,2,24.99,4425
22796,99.99,750.0,750,2,67.11,4425
22826,39.99,750.0,750,2,20.8,9552
22828,89.99,750.0,750,2,59.2,9552
22829,14.99,750.0,750,2,8.64,9552
22830,59.99,750.0,750,2,39.73,9552
22973,11.99,750.0,750,2,7.94,9165
23153,8.79,750.0,750,2,6.02,10754
23659,26.99,750.0,750,2,17.53,4425
23747,40.99,750.0,750,2,27.88,10754
23748,58.99,750.0,750,2,39.07,10754
23749,44.99,750.0,750,2,29.41,10754
23751,59.99,750.0,750,2,38.7,10754
23752,48.99,750.0,750,2,23.52,10754
23754,94.99,750.0,750,2,63.33,10754
23757,32.99,750.0,750,2,22.29,10754
23759,98.99,750.0,750,2,66.89,10754
23760,133.99,750.0,750,2,91.15,10754
23763,52.99,750.0,750,2,35.8,10754
23768,43.99,750.0,750,2,29.93,10754
23770,79.99,750.0,750,2,51.61,10754
23771,144.99,750.0,750,2,93.54,10754
23773,51.99,750.0,750,2,34.66,10754
23777,128.99,750.0,750,2,87.16,10754
23783,167.99,750.0,750,2,114.28,10754
23828,35.99,750.0,750,2,24.32,10754
23873,39.99,750.0,750,2,26.66,8112
24006,34.99,750.0,750,2,23.8,9552
24165,84.99,750.0,750,2,55.19,10754
24274,19.99,750.0,750,2,12.9,10754
24275,18.99,750.0,750,2,11.64,10754
24280,84.99,750.0,750,2,58.21,6785
24341,69.99,750.0,750,2,46.35,10754
24346,41.99,750.0,750,2,24.99,8673
24495,34.99,375.0,375,2,23.33,10754
26104,152.99,750.0,750,2,105.51,4425
26876,79.99,750.0,750,2,54.05,9744
34101,24.99,750.0,750,2,15.86,8673
34397,12.99,750.0,750,2,8.78,10754
34802,17.99,750.0,750,2,12.41,4425
35716,56.99,750.0,750,2,37.99,4425
36061,264.99,750.0,750,2,128.37,10754
36064,71.99,750.0,750,2,48.64,10754
36065,349.99,750.0,750,2,174.48,10754
36071,598.99,750.0,750,2,289.18,10754
36072,114.49,750.0,750,2,52.9,10754
36073,89.99,750.0,750,2,42.76,10754
36075,698.99,750.0,750,2,475.5,10754
36079,112.99,750.0,750,2,54.3,10754
37422,115.99,750.0,750,2,75.81,8673
38558,19.99,750.0,750,2,7.79,9165
38714,95.99,750.0,750,2,64.86,4425
40837,29.99,750.0,750,2,19.73,10754
41950,6.99,750.0,750,2,4.72,4425
43730,50.99,750.0,750,2,34.92,10754
45058,47.99,750.0,750,2,32.21,2000
45883,12.99,750.0,750,2,5.51,2000
46090,7.99,750.0,750,2,5.19,4425
1025,6.99,750.0,750,1,5.26,3924
1059,4.49,750.0,750,1,3.4,8004
3178,20.99,1750.0,1750,1,15.78,12546
8090,42.99,750.0,750,1,32.57,9552
8122,32.99,750.0,750,1,25.38,9260
14031,15.99,750.0,750,2,10.59,4425
871,9.99,1000.0,1000,1,7.51,12546
3187,10.99,750.0,750,1,8.72,7245
17204,12.99,750.0,750,2,5.13,2242
22408,3.29,750.0,750,2,2.19,9815
369,12.99,1000.0,1000,1,10.23,1392
6066,6.99,750.0,750,1,5.38,12546
13932,4.79,750.0,750,2,3.13,3252
19709,10.99,750.0,750,2,7.38,9815
21328,8.99,750.0,750,2,5.8,12546
21795,4.79,750.0,750,2,3.24,3252
24099,3.99,750.0,750,2,2.62,3252
34735,19.99,750.0,750,2,13.15,9165
40991,4.99,750.0,750,2,3.44,8892
41125,4.99,750.0,750,2,3.44,8892
43289,12.99,1500.0,1500,2,8.38,9815
43291,12.99,1500.0,1500,2,8.6,9815
6127,1.99,200.0,200,1,1.47,3960
13310,10.99,1500.0,1500,2,7.58,2000
15082,8.99,750.0,750,2,6.16,9552
20739,23.99,750.0,750,2,12.33,90047
21004,7.99,750.0,750,2,5.19,4425
5515,9.79,200.0,200,1,7.65,8112
6359,24.99,750.0,750,2,16.77,3252
13734,14.99,750.0,750,2,9.39,90011
21113,9.99,750.0,750,2,6.53,9165
40755,14.99,750.0,750,2,9.58,90011
41558,12.99,750.0,750,2,8.49,90011
42828,12.99,750.0,750,2,8.9,90011
148,14.49,1000.0,1000,1,10.5,3960
327,22.99,1000.0,1000,1,16.42,3960
2179,35.99,1750.0,1750,1,25.89,12546
3010,24.99,750.0,750,1,19.52,6213
3303,0.99,50.0,50,1,0.74,3960
3506,5.99,1000.0,1000,1,4.68,2396
3514,5.99,1000.0,1000,1,4.5,2396
3624,0.99,50.0,50,1,0.77,10050
4074,18.99,750.0,750,1,14.28,6213
5690,7.99,375.0,375,1,6.24,3960
7230,8.99,750.0,750,1,6.86,3252
8043,5.99,750.0,750,1,4.47,6213
11925,7.79,750.0,750,2,5.23,9552
17819,6.49,750.0,750,2,1.97,516
18757,7.99,750.0,750,2,5.29,4425
38167,10.99,750.0,750,2,7.23,1587
43548,15.99,4000.0,4000,2,10.95,3252
867,7.29,1000.0,1000,1,5.4,3924
923,12.99,1000.0,1000,1,9.92,12546
3623,0.99,50.0,50,1,0.73,10050
110,6.49,1000.0,1000,1,4.84,660
382,10.49,1000.0,1000,1,7.77,5992
654,6.99,1000.0,1000,1,5.3,5992
1107,45.99,1000.0,1000,1,36.5,1128
2071,17.99,750.0,750,1,13.05,9625
8391,17.99,750.0,750,1,13.33,9206
9135,11.99,750.0,750,2,8.1,9165
15235,8.99,750.0,750,2,5.99,4425
15469,33.99,750.0,750,2,21.93,4425
19087,15.99,750.0,750,2,9.2,653
19238,10.99,750.0,750,2,7.58,653
21416,5.99,750.0,750,2,4.05,4425
21419,7.99,750.0,750,2,5.47,4425
21420,7.99,750.0,750,2,5.36,4425
23823,13.99,1500.0,1500,2,9.08,4425
28753,8.99,750.0,750,2,6.03,4425
29469,13.99,1500.0,1500,2,9.39,4425
43380,11.99,750.0,750,2,8.27,3252
187,14.99,1000.0,1000,1,11.53,3960
573,9.99,1000.0,1000,1,7.19,6213
4208,12.49,1750.0,1750,1,9.05,12546
17469,9.99,750.0,750,2,6.62,12331
23583,7.99,750.0,750,2,5.33,9552
19172,4.99,750.0,750,2,2.73,9165
19808,7.69,750.0,750,2,5.2,516
19897,12.99,750.0,750,2,8.55,4692
372,22.49,750.0,750,1,17.3,3950
1222,69.99,750.0,750,1,53.43,10754
1225,59.99,750.0,750,1,43.47,1128
1227,69.99,750.0,750,1,52.23,10754
1667,199.99,750.0,750,1,153.84,17035
1891,99.99,750.0,750,1,79.99,3960
2899,54.99,750.0,750,1,37.85,12546
3415,18.99,750.0,750,1,14.39,480
4015,16.99,750.0,750,1,12.87,1002
6863,10.49,750.0,750,2,6.99,9165
8581,49.99,750.0,750,1,36.49,8004
10640,5.29,750.0,750,2,3.5,1392
17200,12.99,750.0,750,2,8.78,653
17322,13.99,750.0,750,2,9.2,7749
17740,13.99,750.0,750,2,9.45,9744
17836,8.29,750.0,750,2,5.35,7153
18552,4.49,187.0,187,2,2.92,7153
18632,56.99,750.0,750,2,25.82,9165
20118,14.99,750.0,750,2,10.2,653
20439,13.99,750.0,750,2,4.68,10754
20941,9.99,750.0,750,2,6.75,7153
35667,6.29,750.0,750,2,4.14,3252
36846,10.99,750.0,750,2,7.33,10754
41864,15.99,750.0,750,2,7.33,4425
45494,16.99,750.0,750,2,10.66,90011
46088,20.99,750.0,750,2,13.63,4425
90085,36.99,750.0,750,2,23.86,2
2842,399.99,750.0,750,1,300.74,12546
2999,124.99,1750.0,1750,1,99.99,9165
5843,4.99,200.0,200,1,3.7,10754
11389,72.99,750.0,750,2,48.99,4425
16935,17.99,750.0,750,2,3.1,90024
19678,14.99,750.0,750,2,6.12,7153
19735,64.99,750.0,750,2,41.93,9819
20360,24.99,750.0,750,2,16.66,1587
20390,9.99,750.0,750,2,6.53,9552
20417,28.99,750.0,750,2,19.72,9165
21520,24.99,750.0,750,2,16.12,10754
22097,14.99,750.0,750,2,9.33,7153
43614,56.99,750.0,750,2,39.03,4425
451,4.99,1000.0,1000,1,3.59,17035
1299,19.99,0.0,200,1,15.03,8004
3480,10.99,750.0,750,1,8.39,9206
16248,7.99,1500.0,1500,2,5.51,2242
16430,9.99,750.0,750,2,3.91,2242
18910,10.49,750.0,750,2,7.14,4425
19166,5.79,750.0,750,2,3.83,9165
29696,20.99,750.0,750,2,12.66,4425
46856,18.99,375.0,375,2,13.01,1590
655,10.99,750.0,750,1,8.39,12546
3170,12.99,750.0,750,1,7.03,12546
3678,2.49,50.0,50,1,1.82,8664
4266,5.99,375.0,375,1,4.54,480
6168,7.99,375.0,375,1,5.92,7153
12475,18.99,750.0,750,2,12.58,10754
18012,7.49,750.0,750,2,4.83,7153
18364,9.99,750.0,750,2,6.66,4425
19673,11.99,1500.0,1500,2,8.27,7153
817,8.99,1000.0,1000,1,6.81,3960
5265,2.99,750.0,750,1,2.28,9552
6411,48.99,750.0,750,1,34.07,17035
14963,4.79,750.0,750,2,3.24,2242
22390,11.99,750.0,750,2,7.89,7153
46074,10.99,1500.0,1500,2,7.43,3252
142,29.99,750.0,750,1,23.07,9165
298,8.49,1000.0,1000,1,6.06,9552
484,21.99,1000.0,1000,1,16.79,17035
546,7.49,1000.0,1000,1,5.59,8004
550,8.99,1000.0,1000,1,6.71,8004
588,114.99,750.0,750,2,77.7,653
635,9.99,1000.0,1000,1,7.87,9552
4277,5.99,375.0,375,1,4.68,480
6204,12.99,375.0,375,1,9.92,9165
8261,39.99,750.0,750,1,28.56,4425
8348,17.99,750.0,750,1,13.95,9206
10274,12.99,750.0,750,2,6.49,8892
13648,15.49,750.0,750,2,10.12,90017
14996,14.99,750.0,750,2,10.06,90047
16787,7.99,750.0,750,2,5.47,7749
17131,17.99,750.0,750,2,11.84,9552
18102,54.99,750.0,750,2,34.48,1392
18515,11.99,750.0,750,2,8.1,653
18828,14.99,750.0,750,2,9.73,9552
18964,5.99,750.0,750,2,4.02,3252
19091,11.99,750.0,750,2,7.79,653
19092,11.99,750.0,750,2,7.23,653
19732,10.99,750.0,750,2,7.38,653
19938,11.99,750.0,750,2,7.33,653
19939,11.99,750.0,750,2,7.18,653
20344,15.99,750.0,750,2,9.2,653
21102,7.99,1500.0,1500,2,5.29,1392
29902,21.99,750.0,750,2,14.86,9552
33209,5.29,750.0,750,2,3.46,8892
33213,5.29,750.0,750,2,3.5,8892
40590,19.99,750.0,750,2,8.66,4692
42939,13.99,750.0,750,2,6.8,10754
46371,16.99,5000.0,5000,2,11.25,3252
505,29.99,750.0,750,2,19.6,10754
2592,15.99,1750.0,1750,1,12.69,7153
2754,91.99,750.0,750,1,67.64,3960
3141,0.99,50.0,50,1,0.77,3960
3531,29.99,750.0,750,1,22.55,9165
5912,19.99,750.0,750,1,10.89,3960
7424,17.99,1000.0,1000,1,12.29,3960
8584,15.99,750.0,750,1,11.76,6213
8718,4.99,750.0,750,2,3.44,3252
8720,7.99,750.0,750,1,5.96,8352
13527,27.99,750.0,750,2,18.54,9819
15451,76.99,750.0,750,2,51.33,4425
15746,8.99,750.0,750,2,6.16,1590
15899,92.99,750.0,750,2,61.58,10754
15901,75.99,750.0,750,2,49.67,4425
16462,10.99,750.0,750,2,7.58,9552
16715,11.99,750.0,750,2,7.94,9815
17623,8.79,1500.0,1500,2,5.78,5612
18151,74.99,750.0,750,2,48.38,1587
18943,16.99,750.0,750,2,11.4,4425
19629,7.49,750.0,750,2,4.93,9552
22049,54.99,750.0,750,2,37.66,9552
22912,48.99,750.0,750,2,31.81,90010
22915,48.99,750.0,750,2,33.79,90010
23661,48.99,750.0,750,2,32.66,4425
23761,49.99,750.0,750,2,32.46,10754
23781,133.99,750.0,750,2,89.93,10754
24195,27.99,750.0,750,2,16.33,10754
24248,56.99,750.0,750,2,38.51,4425
24308,47.99,750.0,750,2,32.43,4425
24360,34.99,375.0,375,2,23.17,10754
24361,46.99,750.0,750,2,30.71,10754
24362,55.99,375.0,375,2,37.58,10754
24363,25.99,750.0,750,2,16.21,10754
24364,24.99,750.0,750,2,14.93,10754
24365,24.99,750.0,750,2,17.12,10754
25532,49.99,750.0,750,2,33.33,9165
31157,24.99,750.0,750,2,15.23,9552
33640,56.99,750.0,750,2,39.03,4425
33966,56.99,750.0,750,2,33.33,8673
34509,8.99,750.0,750,2,5.44,8892
37421,164.99,750.0,750,2,107.14,8673
37569,74.99,750.0,750,2,31.61,4425
38128,8.99,750.0,750,2,5.4,8892
41055,30.99,750.0,750,2,20.39,7749
44653,95.99,750.0,750,2,64.86,4425
45151,53.99,750.0,750,2,36.73,4425
427,8.99,750.0,750,1,6.97,4425
852,9.49,1000.0,1000,1,7.41,6213
7458,11.99,1000.0,1000,1,9.52,3252
13190,13.49,750.0,750,2,9.11,1590
17828,30.99,750.0,750,2,19.46,7153
17830,55.99,750.0,750,2,34.2,7153
18799,22.99,750.0,750,2,15.03,7749
866,21.99,1000.0,1000,1,15.93,17035
1240,33.99,750.0,750,1,24.99,7239
7325,14.99,1750.0,1750,1,10.94,17035
14836,10.29,750.0,750,2,6.81,1650
22102,4.99,750.0,750,2,3.28,1392
15537,18.49,750.0,750,2,12.75,7749
22459,12.99,750.0,750,2,8.38,1590
241,14.99,1000.0,1000,1,11.19,3960
266,12.99,1000.0,1000,1,10.23,98450
2832,103.99,750.0,750,1,74.81,7245
2861,15.99,750.0,750,1,12.79,653
11820,13.99,750.0,750,2,3.33,90024
16163,5.99,0.0,187,2,3.97,8892
16822,6.99,750.0,750,2,4.69,1392
16966,23.99,750.0,750,2,16.32,10754
18017,10.99,750.0,750,2,7.14,9165
20019,7.99,750.0,750,2,5.44,7153
29131,5.99,0.0,187,2,4.07,8892
397,7.49,1000.0,1000,1,5.9,9552
398,7.49,1000.0,1000,1,5.63,9552
401,7.49,1000.0,1000,1,5.9,9552
672,21.99,1750.0,1750,1,16.92,12546
1337,10.99,750.0,750,1,7.96,12546
2153,8.99,750.0,750,1,6.61,1392
2243,12.99,750.0,750,1,9.48,7153
3001,35.49,750.0,750,1,27.51,9165
9388,25.99,375.0,375,1,17.14,8112
11423,11.99,750.0,750,2,6.66,7153
13082,54.99,750.0,750,2,35.94,4692
14987,59.99,750.0,750,2,38.7,9552
16172,16.99,750.0,750,2,11.18,90024
16221,14.99,750.0,750,2,9.99,1587
17087,89.99,750.0,750,2,60.8,4425
17161,11.99,750.0,750,2,8.1,8892
17562,21.99,750.0,750,2,14.56,90024
19050,24.99,750.0,750,2,16.33,2000
19058,47.99,750.0,750,2,32.43,7749
19461,8.99,750.0,750,2,6.03,9552
19548,31.99,375.0,375,2,20.77,9165
19584,59.99,750.0,750,2,40.26,9552
19589,37.99,750.0,750,2,26.02,7749
19591,42.99,750.0,750,2,28.47,7749
19592,51.99,750.0,750,2,33.76,7749
19595,73.99,750.0,750,2,50.33,7749
19601,30.99,750.0,750,2,21.37,7749
19603,42.99,750.0,750,2,29.24,7749
19605,48.99,750.0,750,2,32.02,7749
19606,44.99,750.0,750,2,30.61,7749
19744,12.99,750.0,750,2,8.44,5612
19971,124.99,750.0,750,2,83.89,2000
20637,13.99,750.0,750,2,7.23,90047
20685,83.99,750.0,750,2,40.68,9165
20854,57.99,750.0,750,2,39.45,7153
21078,9.99,375.0,375,2,6.49,9552
21168,8.49,750.0,750,2,5.86,9552
21432,38.99,750.0,750,2,25.32,10754
21460,31.99,750.0,750,2,20.64,10754
22098,27.99,750.0,750,2,16.21,7153
22534,34.99,750.0,750,2,22.72,4692
22824,26.99,750.0,750,2,17.64,9552
26824,18.99,500.0,500,2,12.83,7240
28943,15.99,1500.0,1500,2,10.95,4425
29470,139.99,750.0,750,2,96.54,4425
34021,18.99,750.0,750,2,12.66,4425
35905,38.99,750.0,750,2,26.17,9552
38255,16.49,750.0,750,2,10.85,90047
39111,2.99,180.0,180,2,2.02,8320
41418,12.99,300.0,300,2,8.6,653
43871,29.99,750.0,750,2,13.24,4692
44179,19.99,750.0,750,2,13.24,4425
16789,12.99,750.0,750,2,8.84,4425
20218,12.99,750.0,750,2,7.84,653
24156,19.99,750.0,750,2,12.9,10754
3621,18.99,750.0,750,1,14.39,10050
4007,29.99,750.0,750,1,21.42,11567
8439,16.99,750.0,750,1,12.49,1128
13583,3.79,750.0,750,2,2.53,2242
14671,15.99,750.0,750,2,10.59,4425
15260,10.99,1500.0,1500,2,7.28,3252
19083,11.99,750.0,750,2,6.89,653
19254,3.49,750.0,750,2,2.41,9815
19779,5.29,750.0,750,2,3.53,5612
20728,8.99,750.0,750,2,6.2,7153
21119,9.99,750.0,750,2,2.24,9165
39665,8.49,750.0,750,2,5.06,1392
20649,32.99,750.0,750,2,21.42,17037
89,18.99,750.0,750,1,14.39,9260
201,19.49,1000.0,1000,1,15.47,480
457,8.99,1000.0,1000,1,6.66,9552
890,9.99,1000.0,1000,1,7.46,9552
1181,13.99,750.0,750,1,11.02,17035
3587,18.99,750.0,750,1,14.95,8664
3853,11.99,750.0,750,1,8.82,11567
4207,2.79,1000.0,1000,1,2.05,660
12354,14.99,750.0,750,2,3.65,9165
13094,13.99,750.0,750,2,8.1,9552
13478,12.99,750.0,750,2,7.99,9552
15851,18.99,750.0,750,2,12.41,9165
16437,21.99,750.0,750,2,10.73,4425
17501,19.99,750.0,750,2,13.6,9165
17840,14.99,750.0,750,2,10.34,7153
18521,9.99,750.0,750,2,6.45,9819
19201,16.99,750.0,750,2,11.48,4692
20622,39.99,750.0,750,2,23.33,7153
25422,7.99,750.0,750,2,5.26,4425
33204,19.99,750.0,750,2,13.07,9552
33631,8.29,750.0,750,2,5.68,10000
44711,16.99,750.0,750,2,5.86,9165
46043,26.99,750.0,750,2,17.87,9165
46048,17.99,750.0,750,2,12.16,90010
181,24.99,1000.0,1000,1,18.65,3960
277,13.99,1000.0,1000,1,11.1,3960
799,12.99,1000.0,1000,1,10.23,1392
12146,9.99,750.0,750,2,6.57,1590
12396,4.99,750.0,750,2,3.42,9165
537,32.99,750.0,750,1,24.08,2561
738,9.99,750.0,750,1,7.87,9552
1044,13.49,750.0,750,2,9.05,6785
1991,4999.99,750.0,750,1,3787.87,2561
2367,5799.99,1000.0,1000,1,4264.7,8112
2827,499.99,750.0,750,1,396.82,3664
2996,3999.99,750.0,750,1,3149.6,2561
3603,14.99,375.0,375,1,5.3,480
3605,14.99,375.0,375,1,5.55,480
4077,13.99,750.0,750,1,10.29,6213
4323,34.99,750.0,750,1,26.51,1703
5001,449.99,750.0,750,1,338.34,3960
8274,4.49,1000.0,1000,2,2.97,1392
8914,10.49,750.0,750,1,7.55,7153
10523,54.99,750.0,750,2,35.48,10754
10873,33.49,500.0,500,2,21.61,90017
10910,59.99,750.0,750,2,41.37,4425
11164,79.99,750.0,750,2,52.97,4425
11280,28.99,750.0,750,2,18.82,4692
12656,37.99,750.0,750,2,23.64,10754
13576,7.99,750.0,750,2,3.89,3252
13947,6.99,750.0,750,2,4.54,8320
14908,30.99,750.0,750,2,21.08,7749
15238,28.99,750.0,750,2,18.95,2000
15272,34.99,750.0,750,2,23.17,4425
15335,12.99,750.0,750,2,8.96,9165
16047,13.99,750.0,750,2,6.8,2000
16531,20.99,750.0,750,2,14.09,10754
17118,224.99,750.0,750,2,145.15,4425
17291,29.99,750.0,750,2,19.73,90010
17407,829.99,750.0,750,2,522.87,10754
18438,55.99,750.0,750,2,36.12,10754
18466,36.99,750.0,750,2,24.34,10754
18580,10.49,750.0,750,2,6.77,4425
19046,44.99,750.0,750,2,29.99,2000
19434,99.99,1500.0,1500,2,68.02,6785
19442,79.99,750.0,750,2,53.33,10754
19558,424.99,750.0,750,2,289.11,9552
19572,64.99,750.0,750,2,44.51,9552
19573,64.99,750.0,750,2,43.33,9552
19583,324.99,750.0,750,2,221.08,9552
19719,69.99,1500.0,1500,2,46.66,4425
19791,11.99,750.0,750,2,8.21,7749
20041,62.99,750.0,750,2,41.99,4425
20192,16.99,750.0,750,2,11.03,653
20614,7.99,750.0,750,2,4.76,7153
20698,99.99,750.0,750,2,64.93,4425
21268,14.99,750.0,750,2,7.38,9552
21339,105.99,1500.0,1500,2,64.51,4425
21433,32.99,750.0,750,2,21.7,10754
21451,64.99,750.0,750,2,44.82,10754
21511,19.99,750.0,750,2,13.07,4425
21665,23.99,750.0,750,2,16.43,90010
21687,7.99,1500.0,1500,2,5.29,9165
21977,65.99,750.0,750,2,45.2,1587
22052,324.99,750.0,750,2,215.23,9552
22054,324.99,750.0,750,2,211.03,9552
22528,139.99,750.0,750,2,93.95,4692
22533,34.99,750.0,750,2,23.02,4692
22537,84.99,750.0,750,2,38.51,4692
22540,64.99,750.0,750,2,28.1,4692
22542,64.99,750.0,750,2,27.74,4692
22543,34.99,750.0,750,2,23.48,4692
22546,34.99,750.0,750,2,23.64,4692
22548,29.99,750.0,750,2,19.86,4692
22549,34.99,750.0,750,2,23.33,4692
22550,29.99,750.0,750,2,20.4,4692
22551,34.99,750.0,750,2,23.97,4692
22553,34.99,750.0,750,2,24.13,4692
22622,48.99,750.0,750,2,32.23,9165
22705,17.99,750.0,750,2,11.61,653
22916,77.99,750.0,750,2,50.64,90010
22940,307.99,1500.0,1500,2,206.7,7153
23048,24.99,750.0,750,2,16.89,9552
23195,39.99,750.0,750,2,27.58,4425
23280,149.99,750.0,750,2,102.73,2000
23281,949.99,750.0,750,2,637.58,2000
23286,199.99,750.0,750,2,132.44,2000
23324,279.99,750.0,750,2,189.18,2000
23325,209.99,750.0,750,2,136.36,2000
23327,899.99,750.0,750,2,616.43,2000
23329,224.99,750.0,750,2,149.0,2000
23331,149.99,750.0,750,2,98.68,2000
23335,199.99,750.0,750,2,133.33,2000
23336,229.99,750.0,750,2,155.4,2000
23337,139.99,750.0,750,2,94.59,2000
23340,149.99,750.0,750,2,100.66,2000
23496,45.99,750.0,750,2,31.5,2000
23497,79.99,750.0,750,2,54.79,2000
23745,398.99,750.0,750,2,271.42,10754
23750,69.99,750.0,750,2,45.45,10754
23753,74.99,750.0,750,2,49.66,10754
23755,528.99,750.0,750,2,359.86,10754
23756,331.99,750.0,750,2,224.32,10754
23762,529.99,750.0,750,2,360.54,10754
23766,128.99,750.0,750,2,83.76,10754
23769,111.99,750.0,750,2,73.68,10754
23772,133.99,750.0,750,2,86.45,10754
23774,45.99,750.0,750,2,30.06,10754
23782,147.99,750.0,750,2,101.36,10754
24182,94.99,750.0,750,2,62.49,4425
24185,92.99,750.0,750,2,63.26,4425
24281,109.99,750.0,750,2,73.82,6785
35268,25.99,750.0,750,2,17.33,7749
35755,54.99,750.0,750,2,37.41,10754
35756,54.99,750.0,750,2,37.66,10754
36851,15.99,750.0,750,2,10.73,10754
38529,38.99,750.0,750,2,25.99,4425
39574,24.99,750.0,750,2,16.55,10754
40116,8.99,1500.0,1500,2,5.4,1392
43937,237.99,750.0,750,2,161.9,9744
44754,239.99,750.0,750,2,156.86,4425
45297,129.99,750.0,750,2,83.86,4425
46140,59.99,750.0,750,2,34.24,90024
47049,43.99,750.0,750,2,30.34,2000
259,8.99,750.0,750,1,6.97,98450
1057,19.99,750.0,750,1,14.7,10050
1061,6.99,750.0,750,1,5.3,3924
1092,8.99,200.0,200,1,7.02,3960
1096,6.99,750.0,750,1,5.55,3924
1187,19.99,750.0,750,1,14.92,17035
2053,25.49,375.0,375,1,18.88,9165
2519,16.99,750.0,750,1,12.87,9625
2601,19.99,1750.0,1750,1,15.5,7153
2707,44.49,750.0,750,1,33.45,9165
3004,299.99,750.0,750,1,234.37,8004
3051,15.49,750.0,750,1,12.39,12546
3127,8.99,750.0,750,1,7.08,9625
3143,12.99,750.0,750,1,10.31,3960
3674,10.99,750.0,750,1,8.59,9206
3963,14.99,750.0,750,1,11.36,8892
4167,14.99,750.0,750,1,11.36,3252
4628,104.99,750.0,750,1,79.99,17035
6044,669.99,750.0,750,1,523.43,8112
6062,6.99,750.0,750,1,5.1,12546
6416,22.99,750.0,750,1,14.7,10754
11411,7.79,1000.0,1000,2,5.3,7749
11879,65.99,750.0,750,2,43.99,17037
12346,14.99,4000.0,4000,2,9.99,3252
13109,155.99,750.0,750,2,102.62,4425
13253,55.49,750.0,750,2,36.27,90017
13835,11.99,1500.0,1500,2,8.21,1003
14967,11.49,750.0,750,2,7.46,10754
16452,59.99,750.0,750,2,40.81,9552
16559,13.99,750.0,750,2,8.96,90024
16580,49.99,750.0,750,2,34.01,17037
16589,16.49,750.0,750,2,10.92,9552
16680,8.99,750.0,750,2,5.8,2000
16689,59.99,750.0,750,2,37.66,4425
16690,69.99,750.0,750,2,41.33,4425
16964,5.99,750.0,750,2,3.92,9819
17201,9.79,750.0,750,2,4.56,9552
17319,37.99,750.0,750,2,24.13,9552
17859,20.99,750.0,750,2,13.6,4425
18448,43.99,750.0,750,2,27.62,1392
18569,45.99,750.0,750,2,22.87,1590
19217,23.99,750.0,750,2,16.43,7153
19229,99.99,750.0,750,2,48.32,10754
19717,10.99,750.0,750,2,7.28,200
19867,10.99,750.0,750,2,3.1,90024
20150,114.99,750.0,750,2,79.3,9552
20647,13.49,750.0,750,2,9.05,17037
20655,39.99,750.0,750,2,27.58,17037
20852,59.99,750.0,750,2,38.7,9165
20910,21.99,750.0,750,2,13.6,9552
20986,13.99,750.0,750,2,9.58,9165
21009,25.99,750.0,750,2,17.44,9552
21340,105.99,1500.0,1500,2,66.66,4425
21708,22.99,750.0,750,2,14.83,4425
22347,15.99,750.0,750,2,10.88,9552
22403,14.49,750.0,750,2,9.53,516
22532,44.99,750.0,750,2,30.19,4692
22536,29.99,750.0,750,2,19.86,4692
22538,89.99,750.0,750,2,59.99,4692
22547,34.99,750.0,750,2,22.57,4692
22557,45.99,750.0,750,2,30.87,4692
22726,19.99,750.0,750,2,10.2,9552
22861,69.99,750.0,750,2,45.15,10754
22864,12.99,750.0,750,2,8.72,2876
22866,12.99,750.0,750,2,8.78,2876
22939,654.99,1500.0,1500,2,442.56,7153
23292,439.99,750.0,750,2,299.31,2000
23308,126.99,750.0,750,2,87.58,2000
23322,98.99,750.0,750,2,64.28,2000
